265746837,0
247822087,1
2095366998,2
2120755259,3
867802577,4
99482364,5
1335439276,6
1094724693,7
1287069410,8
1806929756,9
686005337,10
835948951,11
1953194568,12
533836198,13
1945247866,14
893888152,15
1493330441,16
815623064,17
219822284,18
958073307,19
1212977032,20
1500756835,21
110810532,22
1549206314,23
853172448,24
956192561,25
2033795448,26
749932401,27
1795541740,28
122878956,29
1491882449,30
629224340,31
176567624,32
2136239042,33
474234021,34
2119507202,35
1087246822,36
662729515,37
1877433995,38
2001463941,39
1599690996,40
1832046831,41
186423637,42
1981627452,43
1144177456,44
1192424598,45
190786465,46
967368852,47
12370428,48
1164105844,49
1434810780,50
526084050,51
1608706743,52
684114078,53
1845353526,54
1473166328,55
978687928,56
676972528,57
346940169,58
506215569,59
1045660323,60
1873946255,61
2050814535,62
2008759101,63
735224415,64
1011278279,65
657774265,66
1435966104,67
666621173,68
507496372,69
1395718607,70
637027555,71
1843460909,72
387506615,73
1969786827,74
837145396,75
376888754,76
333364813,77
1590741076,78
1887516287,79
1780349967,80
1724354127,81
1375346281,82
640318330,83
972111333,84
1796391696,85
807423707,86
1205125612,87
729306999,88
577500191,89
1518313018,90
1872155568,91
1289236969,92
86839875,93
1348698858,94
354418227,95
404891818,96
1389337705,97
1425945856,98
1431191394,99
267199922,100
1197247187,101
755536885,102
2146329345,103
791259449,104
1390846937,105
1404902324,106
1356770839,107
109302232,108
1538821152,109
1541586992,110
827627638,111
1422974331,112
1551066300,113
501445203,114
1619406119,115
782807797,116
1097780755,117
476841388,118
1451819841,119
87561960,120
1455360716,121
449831058,122
1569997209,123
1341199767,124
559462362,125
1979923027,126
1717179129,127
1765566580,128
492852778,129
1226313437,130
609108914,131
531181669,132
34789268,133
2119030715,134
1965039054,135
425791174,136
824576755,137
226325951,138
179074466,139
1120118314,140
267245147,141
897177273,142
1224321292,143
817692213,144
1716739111,145
1853639841,146
619750534,147
544734563,148
656180945,149
1480298246,150
13177089,151
1644636608,152
284774449,153
287817561,154
1943451996,155
1797204855,156
1440305301,157
360677395,158
1698121486,159
1697716349,160
1271709218,161
995117438,162
1240074320,163
2051708120,164
1707825610,165
629836945,166
484182342,167
951342394,168
223392623,169
69682138,170
1185689963,171
1802825371,172
1363167860,173
1170485444,174
2136582803,175
386579304,176
197281219,177
58322583,178
1108978426,179
734489605,180
911560774,181
1529784851,182
1987981795,183
511028973,184
1017386158,185
988331457,186
1292181459,187
996756118,188
828151501,189
509141019,190
2050204467,191
586972337,192
944577010,193
251062905,194
1908251554,195
379187925,196
1659184843,197
1058448534,198
1969689550,199
142487495,200
1103187978,201
143232830,202
1431125012,203
1206260033,204
1924810267,205
1034287932,206
1694367518,207
1666799590,208
1006603,209
220592610,210
1729133492,211
1623981427,212
1486297832,213
799104092,214
1365814074,215
214739202,216
777490546,217
1557109214,218
967564086,219
327523776,220
413774630,221
817613372,222
245708595,223
1331443060,224
189726752,225
497776701,226
1386875134,227
546607278,228
1535347166,229
833147631,230
15485468,231
1133634484,232
783374346,233
1798121693,234
112505961,235
1438069464,236
637535300,237
1150427836,238
278978311,239
754454192,240
1326920464,241
138578703,242
921194118,243
1107483675,244
946263232,245
374633614,246
327000130,247
1585024349,248
901172720,249
539961561,250
183981327,251
1690577739,252
350712276,253
345872869,254
1057384860,255
1258241017,256
960179727,257
142364463,258
218501350,259
1722822129,260
77694271,261
1950514633,262
570465355,263
1411010169,264
1902162993,265
365753886,266
154746344,267
176882636,268
1208391208,269
1720609313,270
297488145,271
892639064,272
1743335397,273
1736004680,274
623055852,275
467091137,276
1071022341,277
1411257982,278
575555768,279
779860382,280
1165400618,281
848864970,282
135289841,283
2130683659,284
1766196281,285
646363837,286
1005467767,287
1967223376,288
303642532,289
2002409098,290
1208615445,291
1322426748,292
1752951409,293
59987897,294
1061844180,295
1918265639,296
987455830,297
975585973,298
1945323987,299
55070478,300
1078981009,301
1128961630,302
1129923126,303
1643834292,304
1765056457,305
1401908907,306
52391302,307
71386713,308
327395592,309
1914085739,310
448382716,311
313777983,312
386179584,313
68901584,314
1154702322,315
1217896731,316
1839619512,317
76996333,318
1917930495,319
706629203,320
1534603092,321
231640546,322
774684817,323
1351335301,324
2118463060,325
1158697126,326
785447147,327
1573539293,328
398787109,329
1869933809,330
117178032,331
236783374,332
894984332,333
1985903680,334
574529216,335
2096859201,336
159064075,337
1003238251,338
513883252,339
1716093377,340
169590848,341
696276952,342
168948885,343
737593714,344
1929634247,345
912446266,346
800906817,347
1973352388,348
1363855540,349
883510932,350
286220339,351
1068162087,352
653366558,353
2120156205,354
2039848332,355
34487197,356
1454042370,357
228693992,358
368302064,359
1314947978,360
206120577,361
203895124,362
1258411976,363
729109890,364
518366873,365
1974509608,366
348086416,367
844562553,368
1189341005,369
1123644455,370
753439282,371
1710307554,372
1906551458,373
1746811058,374
461091761,375
1519756623,376
663844350,377
323238913,378
1915774218,379
637681501,380
640848488,381
1573651110,382
1368808716,383
1561932132,384
1201753745,385
1141458405,386
676442753,387
756798538,388
650193563,389
2067009262,390
1160234329,391
1393385256,392
1228022198,393
1311738596,394
52391595,395
879645175,396
1445399027,397
331677833,398
952890085,399
379849594,400
1819698630,401
1773551831,402
1510217138,403
1664960821,404
2096834567,405
1069938879,406
272131626,407
979600490,408
1729151118,409
975260820,410
901248565,411
1363804152,412
1220210291,413
673475220,414
1071522877,415
856441124,416
2010568401,417
378442058,418
341101063,419
1957653400,420
98136422,421
1008512394,422
1317975588,423
2015917651,424
2042756444,425
357607476,426
1994441856,427
1370513431,428
53416324,429
372369758,430
292068908,431
226826071,432
605026906,433
609497725,434
420419582,435
52011628,436
983525320,437
1272141196,438
283907489,439
1125830526,440
1824843152,441
1205408893,442
114088460,443
876330308,444
348324803,445
1106764457,446
272923638,447
2050655038,448
232405682,449
466972598,450
61730651,451
2027728672,452
1319309655,453
1222580961,454
2020657513,455
1457393166,456
1477454968,457
10856265,458
1098224214,459
1600480290,460
2059074485,461
1278284174,462
728783256,463
147632434,464
1581300202,465
1752716910,466
421752813,467
1187505286,468
277059087,469
500721924,470
1569022221,471
1262612840,472
2085613573,473
1392626791,474
4671486,475
354656354,476
917798051,477
1519019277,478
1809925047,479
1933623353,480
741030285,481
1713988050,482
52012978,483
539786060,484
