31420,2013
229650,4256
423238,5324
443030,4797
492428,1135
942894,4069
1006603,210
1543283,3070
1844424,2004
2070699,3582
2126320,3676
2241693,932
2969998,4272
3544364,1818
3937220,4010
4219883,2524
4277606,3606
4329953,2132
4468417,1984
4671486,476
4693959,663
5383498,1687
6301737,1457
6451807,3148
7189931,5170
8437943,2980
8599029,5313
8730943,5076
8732037,5543
8983242,5919
9030837,787
9116449,1596
9205716,812
9336431,3038
9673299,3493
10022475,5356
10373629,4238
10580181,1625
10856265,459
11489094,1909
11753837,658
12067267,3479
12370428,49
12747926,3686
13024526,859
13177089,152
13220969,827
13464504,4344
14030535,1552
14748196,3000
14768714,5599
15265323,4125
15485468,232
15697734,4808
15805004,3024
16371832,5687
17679908,3610
17712974,5798
18113577,5079
18441101,3027
18887863,2064
18921910,3203
19476432,2600
19497783,2533
19604883,1995
19675291,2967
20067529,2186
20529844,2427
20712345,4509
21795341,2635
21943878,654
22262694,3561
22324771,5846
22455578,2270
22527904,4517
23125246,4919
23601613,4073
25554008,544
25994388,5612
26278739,713
26550314,3866
26588514,2942
26622083,2671
26937852,4148
27189603,3157
28069418,3838
28422476,3590
29142118,2347
29353099,1310
30047508,1416
31954335,2840
32160844,5082
33319665,3172
33531310,5469
33541803,1988
33998752,5266
34146616,2331
34429303,605
34487197,357
34755344,632
34789268,134
35280047,2894
35351691,685
35611346,508
35626638,934
35662724,5171
36146660,1309
36349749,2075
38429669,3339
38689675,1830
38803093,1601
38840355,3385
38909446,2437
39201754,4360
39332274,1666
39497141,573
39793707,2982
40605958,2371
40998509,1483
41858822,725
42010458,4594
42701056,5347
43468046,684
43753082,1778
44150552,4135
44371293,1493
44718255,1468
45835718,612
46085528,2420
46360727,3110
46613800,3683
46620384,937
46841720,1424
47261309,1043
47718280,5711
47975995,4749
48220932,5293
48495377,3477
48714813,3201
49594490,3708
50551604,3789
50700424,3167
51270376,1537
51692882,3788
52011628,437
52012978,484
52391302,308
52391595,396
52455812,5394
53416324,430
53483155,5034
53627044,3395
53978397,1943
54649600,3748
54806246,5534
54936311,3239
54992789,1217
55070478,301
55625129,1856
55757308,1096
55848298,4708
56097446,4461
56262100,3397
56841382,3056
57648976,2030
57661640,1316
57732326,809
58106775,3909
58322583,179
58387495,4310
59029387,3263
59558952,3521
59611758,2730
59817578,1759
59987897,295
61101634,5738
61528738,1013
61730651,452
61922343,4011
62541835,3445
62723631,4670
62974698,793
63817511,2954
64642808,4971
64644239,4304
64721620,5105
64939960,1201
65607739,3437
65713954,4632
66233936,2111
66637947,716
66660815,4443
66963306,5329
67171856,1940
67408404,3265
67472874,2907
68546262,4000
68594023,2439
68901584,315
69092110,5023
69287997,3693
69301871,5861
69682138,171
69740232,2236
69935409,3638
70908089,1086
71386713,309
71830773,5244
74002094,1969
74504414,5522
74787049,5094
75907374,2328
76203791,1171
76667899,3641
76996333,319
77215778,1363
77492604,5544
77694271,262
77716726,3681
77736973,5185
78436922,2684
78940439,2450
79281187,1490
80299273,1449
80932810,5598
81156898,1905
81519367,2582
81849773,929
82074368,3362
82676806,2807
82714166,1615
83025408,3192
83835560,4561
84174681,2500
84381959,3917
84718165,3713
84771120,5203
85326353,4747
85526206,5143
85767152,5205
86839875,94
87561960,121
87830722,1912
88092266,1489
88229677,4054
89593554,5296
89758382,5813
89871753,1679
91153046,3731
91155475,5128
91232919,2283
91682548,802
92594003,2189
92865965,5228
92866021,3850
93451110,2613
93580814,1844
93711075,5308
93846751,1804
94249998,2404
94264960,1637
95321928,4763
95506108,3959
95677792,5443
97374172,1500
98136422,422
99048642,664
99482364,6
99689861,1233
100289927,3030
100407322,2206
100669573,1248
101249288,529
101720857,1474
101772272,3801
101877957,2171
102633639,5537
103194424,2469
103472912,499
103586250,5723
103767944,2512
104136756,2362
104539819,1928
105671095,849
106147365,1708
106329570,1721
106602698,1071
106863649,2065
106952286,4345
107643610,1884
108333261,2282
108394239,4606
108397217,4764
108633313,5238
109023420,991
109302232,109
109665715,4460
109697699,959
110020217,1591
110097083,1527
110277128,3033
110559696,1029
110664128,1693
110740726,5243
110810532,23
110887734,4794
111170781,2923
112076130,5198
112203190,5643
112345086,2223
112345769,1539
112505961,236
112794591,1297
113096605,5020
113682118,955
113870346,5165
114088460,444
114407870,1999
114527773,1604
115313485,866
115859147,548
117178032,332
117287660,1182
117470877,2490
117646219,5907
117976894,2567
118006338,3208
118104101,4770
118215889,4704
118294407,4305
119393221,5900
119649145,1379
120183543,4186
120635101,4117
120818760,4810
120934780,5444
121209568,3228
122482869,2044
122737732,3571
122768387,846
122878956,30
122942947,1253
123235271,3295
123333979,2557
124038974,4493
124229267,3425
124855413,1529
126206860,1595
126793412,1738
127651956,1226
128440899,5551
129103590,2151
130491745,4905
130706963,1280
130882718,520
131666058,3079
131919058,1170
131948361,1405
132035108,2581
132151882,3985
132564962,5427
133101999,2321
134100997,4243
134222778,4298
134887553,2103
135289841,284
135885228,5263
136428695,4757
137941343,3117
138524877,1800
138578703,243
138685300,2291
139251517,3472
139477566,5911
139486464,918
139567557,995
140111769,5839
140797183,1133
141237079,5418
141454949,3258
142048359,5619
142152205,1788
142279701,4807
142364463,259
142465539,5264
142487495,201
142730785,1113
142793394,5383
143232830,203
143604212,1673
144967529,5121
145546303,546
145552525,1270
145860296,2246
146114966,3692
146386387,5516
146396198,737
146460487,1517
147309875,1304
147451930,4532
147632434,465
147771415,3044
147915392,5237
147953944,1795
148419827,4425
148514562,5670
148600814,4735
148648598,4915
148912623,3654
149221146,2286
149629584,5455
149671517,5096
149832033,4906
149976626,5442
150369240,2281
150581171,1376
150825864,4828
150967256,5021
151045926,1713
151186029,2528
151248165,3156
151312876,3963
151409395,4389
151429853,1337
151602657,4184
151900386,5255
152636074,2123
152816963,5471
152924191,2988
153719400,5104
154519875,589
154746344,268
154892373,5370
154931554,771
154980285,4165
155189724,4999
155205011,5709
155314876,1437
155532634,5013
155858668,1406
157342825,2578
157709852,5101
157942476,3966
158117936,3529
158484987,4877
158724897,3579
158805639,4033
159064075,338
159503304,2854
159690617,5321
160136957,3003
160236023,1717
160608026,2959
160671844,3751
160962686,4153
161851173,3365
162469824,1154
162664918,5411
162752066,3215
162798706,1015
162927058,3297
162970735,5448
163171428,5258
163248366,2696
163945364,5799
164680085,1576
164929050,1257
165820079,1347
166237925,621
166252147,951
166253254,3718
166597314,2890
166734594,1684
166978585,4649
167346635,4063
167415087,2389
167563132,4303
168030506,637
168413835,1888
168479202,5241
168628976,3983
168881517,3401
168948885,344
169130082,1092
169590848,342
170253836,3798
170582505,5189
170612422,2375
170694681,4467
173217802,3711
173665538,1907
173786631,3505
174118049,4761
174543976,3141
175169642,1775
175256835,5595
175843528,2622
176567624,33
176882636,269
177642066,1602
177752849,5640
178020135,5590
178874068,2660
178922922,1855
179074466,140
179550251,2259
179985124,1228
180162571,3414
180509102,1422
180748784,3698
181062433,2527
181062797,4199
181168028,1921
181676986,1014
181945033,1385
182316283,5909
182330160,2958
182461063,5548
183981327,252
184367252,2798
184384438,1945
184570026,4550
184571631,1479
184936519,3047
185176953,4081
185300762,5388
185613162,985
185831762,5027
186423637,43
186766438,2108
186901832,1558
187223309,1725
187310946,3816
188271911,1410
188384503,2687
188395636,1485
188528016,5219
188608977,1240
188790543,650
188912987,3906
188990299,2501
189104090,2587
189623818,4699
189726752,226
190786465,47
191204760,1263
191684232,2778
191961304,5412
192086214,2788
192495012,4623
192833829,5022
192844807,4565
193182092,5660
193360858,3637
193482236,3163
193518780,5552
193691110,4299
193866706,3275
194508139,4049
194691202,2652
194757713,5555
196409022,1264
196624609,1311
196701482,4661
196815801,5344
197281219,178
197459486,4586
198241748,4972
198440415,4781
198786925,2081
198987792,928
199297374,5824
199960326,3379
200100030,2924
201330755,4815
201362031,842
202111783,5206
202625300,4929
202742652,1321
203020960,2540
203891337,3945
203895124,363
204329009,5806
205449924,5390
205707647,5145
206120577,362
206476642,4564
206560745,3921
206645854,4902
207334084,3547
207442378,1545
207622435,4284
208559099,1212
208883956,4388
209404813,3661
210012604,2089
210405945,3396
210891803,4020
211388149,3752
211651252,495
211734105,2558
212340272,3438
212347960,5560
212789986,1109
213474467,5395
214561171,835
214682267,1107
214739202,217
215308120,4398
216227918,3770
216956146,5461
217643691,2871
217663723,2233
218097034,1853
218291461,1494
218501350,260
218807747,4652
219648031,5478
219822284,19
220288992,633
220592610,211
222022950,646
222234764,2566
222689467,2925
223392623,170
223501084,559
223795953,4420
223869444,3759
223956484,4892
224286071,4219
224677616,1873
225174087,4021
225413225,5436
225541657,540
225699237,4813
226253836,2665
226325951,139
226826071,433
227536883,4355
228248510,4688
228421633,2373
228693992,359
228761163,1444
228975401,5682
229740724,4526
229914501,3664
230055566,2690
230624844,1831
230748335,4109
231640546,323
231664418,4744
231853871,5353
231967427,5499
232405682,450
232755965,967
235359379,4444
235533721,2239
236783374,333
236940384,3439
236945848,3631
237065769,3585
237541871,4058
237545515,625
238974699,3705
240137774,2763
240352053,3015
240451705,1012
240584427,4528
240873949,4096
241296898,3262
241563775,4157
241758137,3666
241798504,5380
241881406,1954
241978524,3465
242029539,5604
242360818,1384
242527663,1820
243572982,5840
243783400,1329
244071158,4965
245002539,4466
245459687,4413
245708595,224
246396479,1104
246998273,5335
247351537,4512
247822087,2
248188519,3260
248480008,3261
248687361,4334
249025705,1570
249487779,5338
250230792,1112
250295050,2811
251062905,195
251142881,5141
251497540,2835
251877488,1192
252165039,1760
252312891,5081
252873192,5018
252982453,3656
253215404,5187
253355690,3318
253461834,3233
253888030,2264
253888381,4393
254692418,4409
255407137,2732
255433827,4262
255749351,940
256469477,5922
256946399,1359
257081760,3783
257158485,3569
257897592,3699
259148480,1797
259797087,5547
260615137,3744
260922851,4514
261012329,5831
261103174,2287
261135747,1191
261658570,1727
261951970,4124
262375783,5587
262506902,900
263209395,752
263769475,5663
263894147,3375
264228757,806
264442407,3394
265746837,1
266193919,2232
266837046,3193
267199922,101
267245147,142
267954592,619
267969627,5620
268999942,3548
269617758,2905
269793297,2725
269977626,5400
270140783,4385
270469508,2118
270484066,3588
270906551,3442
272131626,408
272582014,1672
272923638,448
273224954,5233
273252860,1166
273709919,903
274086647,5843
274214512,4672
274306216,1699
274702779,4712
275223484,4308
275376448,2253
275507270,767
275787616,4718
275872573,1068
276760131,507
277053931,5426
277059087,470
277083350,2247
277719874,879
278386617,3526
278767748,674
278978311,240
279364696,3436
279415350,4331
279704796,5450
280070841,4730
280272099,1204
280448609,5536
281128254,3632
281144876,2538
281224377,1411
282085512,2865
282487588,1480
282639159,5653
282844724,1056
283481944,5639
283907489,440
283945088,3743
284774449,154
285358957,3968
286220339,352
286664801,2487
286769911,4674
286851544,2606
287072800,3277
287078484,2380
287817561,155
288135683,5497
288460847,672
288705487,2083
289426675,2183
289803799,1638
290763239,561
291738991,3559
292068908,432
293121238,5704
293937422,580
293974859,2772
295329831,3545
295775224,4043
296562112,1959
296734480,1492
296772128,3351
296841620,1325
296981828,3982
297488145,272
298081633,1828
298553863,5351
298754951,5921
298969090,2800
299634485,4074
300046129,5617
300408755,1541
301122027,2021
301354813,1220
301711757,3179
301726657,4782
302263549,2711
303153517,5874
303313996,5728
303642532,290
305350533,5775
